BASKETID,BASKETTYPE,latitude,longitude,STREETNAME1,STREETNAME2,SECTION
30330041,R,40.6848840778,-73.9440519154,PUTNAM AV,TOMPKINS AV,BKN033
30740028,S,40.6415105946,-74.0137671476,5 AV,56 ST,BKS074
30510007,R,40.6773684016,-73.8951561568,FULTON ST,VERMONT ST,BKN051
30150062,C,40.7141951384,-73.9462170008,METROPOLITAN AV,MANHATTAN AV,BKN015
30910099,R,40.6681976341,-73.9504301267,NOSTRAND AV,PRESIDENT ST,BKN091
31510130,D,40.6054685583,-73.9667078017,KINGS HWY,OCEAN PKWY,BKS151
30110124,D,40.7356864939,-73.9590105577,Street Name TBD,,BKN011
31610083,S,40.6561239518,-73.909374795,HEGEMAN AV,BRISTOL ST,BKN161
31610102,H,40.669393428,-73.9137957459,PITKIN AV,THOMAS S BOYLAND ST,BKN161
30320078,R,40.6823511794,-73.9501960571,NOSTRAND AV,HANCOCK ST,BKN032
30830173,D,40.6748015561,-73.9289266651,Street Name TBD,,BKN083
30210276,H,40.7032159347,-73.9867563633,JAY ST,WATER ST,BKN021
30240191,S,40.6876744834,-73.9715748186,LAFAYETTE AV,CARLTON AV,BKN024
31140013,S,40.6062847653,-74.0014601952,86 ST,BAY 20 ST,BKS114
30810085,R,40.6775477088,-73.9721196096,PARK PL,CARLTON AV,BKN081
31550029,S,40.5975004977,-73.9669707932,AV U,E 5 ST,BKS155
30230159,H,40.6867159091,-73.9780128568,ASHLAND PL,LAFAYETTE AV,BKN023
30220069,S,40.6833777447,-73.9822283958,3 AV,BERGEN ST,BKN022
30930063,S,40.6567299035,-73.9529000903,ROGERS AV,WINTHROP ST,BKN093
31610016,S,40.6752156878,-73.9164178567,SARATOGA AV,DEAN ST,BKN161
30130022,C,40.7158029771,-73.9443614882,GRAHAM AV,SKILLMAN AV,BKN013
30240176,R,40.6940051496,-73.9623851637,MYRTLE AV,EMERSON PL,BKN024
30810109,R,40.6709235455,-73.9576165003,FRANKLIN AV,EASTERN PKWY,BKN081
31320001,R,40.577067809,-73.9629796112,BRIGHTON BEACH AV,BRIGHTON 4 ST,BKS132
31720001,S,40.651107529,-73.9398178071,CHURCH AV,E 40 ST,BKN172
31610054,S,40.6756492069,-73.9108296556,ROCKAWAY AV,PACIFIC ST,BKN161
30820073,H,40.6698733491,-73.9450467756,BROOKLYN AV,EASTERN PKWY,BKN082
30720047,S,40.6486914071,-74.0068599562,5 AV,44 ST,BKS072
31240027,H,40.6315850594,-73.9846273287,16 AV,48 ST,BKS124
31220070,S,40.6372550704,-73.994513684,NEW UTRECHT AV,48 ST,BKS122
30140060,R,40.7083847039,-73.9582349405,BROADWAY,MARCY AV,BKN014
30320121,H,40.6801363651,-73.947709151,Street Name TBD,,BKN032
30720131,S,40.6467709309,-73.9976016425,8 AV,40 ST,BKS072
30920126,D,40.6622114562,-73.9633055039,Street Name TBD,,BKN092
30120120,S,40.7177938811,-73.9596949492,BERRY ST,N 6 ST,BKN012
31020071,S,40.628639955,-74.0287248749,3 AV,79 ST,BKS102
30220169,C,40.6917116748,-73.9911598547,LIVINGSTON ST,COURT ST,BKN022
30220019,H,40.68928463,-73.9884495299,SMITH ST,STATE ST,BKN022
31240077,S,40.6274709996,-73.9889621347,16 AV,55 ST,BKS124
31240012,S,40.6277248718,-73.9819062594,18 AV,50 ST,BKS124
30930091,S,40.6606583972,-73.9399793195,ALBANY AV,MIDWOOD ST,BKN093
31020107,H,40.6216973556,-74.0263166741,86 ST,5 AV,BKS102
30420127,R,40.6975319569,-73.9120734388,IRVING AV,WOODBINE ST,BKN042
31840041,D,40.6203221593,-73.9011376635,Street Name TBD,,BKS184
30520119,D,40.6783941516,-73.8651534947,Street Name TBD,,BKN052
30320161,R,40.6888299695,-73.9548606427,BEDFORD AV,CLIFTON PL,BKN032
30530018,S,40.6665756516,-73.8817450513,NEW LOTS AV,ELTON ST,BKN053
30540027,R,40.6691363941,-73.895365129,PENNSYLVANIA AV,SUTTER AV,BKN054
30210118,S,40.7006142555,-73.991634456,HENRY ST,POPLAR ST,BKN021
31030003,S,40.6191418408,-74.0284699314,5 AV,90 ST,BKS103
30510166,D,40.6851911952,-73.8830130714,Street Name TBD,,BKN051
31750084,D,40.6373436678,-73.9383999427,Street Name TBD,,BKN175
30210186,R,40.6922616241,-73.9891467969,ADAMS ST,JORALEMON ST,BKN021
30710022,S,40.6612626006,-73.9860611252,7 AVE,PROSPECT AV,BKS071
30650117,D,40.6611659978,-73.9792129295,WEST DR,PROSPECT PARK W,BKS065
30330020,S,40.6804440396,-73.9406450558,DECATUR ST,THROOP AV,BKN033
30330083,R,40.6811212013,-73.9348796959,LEWIS AV,DECATUR ST,BKN033
31410022,S,40.6476173623,-73.9583569263,FLATBUSH AV,ALBEMARLE RD,BKS141
30420088,R,40.7024992246,-73.9165043117,WYCKOFF AV,HARMAN ST,BKN042
30220208,C,40.6910120681,-73.986696659,FULTON ST,GALLATIN PL,BKN022
31320017,R,40.5766234008,-73.9668874235,BRIGHTON BEACH AV,BRIGHTON 1 ST,BKS132
31320187,S,40.5808978533,-73.9656642394,NEPTUNE AV,BRIGHTON 3 ST,BKS132
30640068,S,40.6727341839,-73.9835423306,5 AV,3 ST,BKS064
30410119,R,40.7021766315,-73.9245804161,KNICKERBOCKER AV,WILLOUGHBY AV,BKN041
30830045,S,40.674556481,-73.924812563,BUFFALO AVE,BERGEN ST,BKN083
30920050,R,40.6624966863,-73.9510413539,LEFFERTS AV,NOSTRAND AV,BKN092
31320078,R,40.5757581641,-73.9809957432,SURF AV,STILLWELL AV,BKS132
31730050,S,40.6527277667,-73.9196328498,REMSEN AV,CHURCH AV,BKN173
30310013,R,40.6942343562,-73.9344639052,STUYVESANT AV,PULASKI ST,BKN031
30310022,R,40.6930084085,-73.9518863873,NOSTRAND AVE,HART ST,BKN031
30310077,S,40.6964456146,-73.9582306187,PARK AV,FRANKLIN AV,BKN031
31520017,S,40.6002007196,-73.945527651,AV U,E 26 ST,BKS152
30150013,R,40.7060055937,-73.9432138245,GRAHAM AV,BOERUM ST,BKN015
30240098,S,40.6964533474,-73.9766344598,PARK AVE,N PORTLAND AV,BKN024
30510038,H,40.6794629953,-73.8856435592,FULTON ST,CLEVELAND ST,BKN051
30210287,H,40.7022079148,-73.9829299326,GOLD ST,FRONT ST,BKN021
30630021,R,40.6771178797,-73.9734290202,7 AV,STERLING PL,BKS063
30120048,C,40.7146746733,-73.9613906554,GRAND ST,BEDFORD AV,BKN012
31420012,S,40.6413148503,-73.964603364,CORTELYOU RD,MARLBOROUGH RD,BKS142
30810170,S,40.6803710812,-73.9680661935,VANDERBILT AV,DEAN ST,BKN081
30420154,R,40.6949914555,-73.9249971159,HIMROD ST,EVERGREEN AV,BKN042
31730090,S,40.6517711424,-73.9321588668,CHURCH AV,E 48 ST,BKN173
30210262,C,40.6934147743,-73.9836728008,GOLD ST,MYRTLE AV,BKN021
31610074,S,40.6566932727,-73.9033723804,MOTHER GASTON BLVD,HEGEMAN AV,BKN161
30920014,S,40.6644416418,-73.9570650624,BEDFORD AV,SULLIVAN PL,BKN092
30620073,R,40.6847338406,-73.9920281464,SMITH ST,BALTIC ST,BKS062
31320197,R,40.5752406304,-73.977631834,SURF AV,W 10 ST,BKS132
31030106,S,40.6143540064,-74.0351427836,3 AV,99 ST,BKS103
30130005,S,40.7260041371,-73.9419098998,NASSAU AV,KINGSLAND AV,BKN013
30150035,S,40.7063960068,-73.9432501066,GRAHAM AV,JOHNSON AV,BKN015
31610100,S,40.6562884375,-73.9081429552,HEGEMAN AV,CHESTER ST,BKN161
31520003,S,40.6005000618,-73.9427369855,AV U,E 29 ST,BKS152
31610057,H,40.6708556331,-73.903885244,PITKIN AV,POWELL ST,BKN161
31430020,S,40.6325343088,-73.9477788135,NOSTRAND AV,HILLEL PL,BKS143
31620054,S,40.6686748447,-73.9096606346,BELMONT AV,THATFORD AV,BKN162
31410057,S,40.6471668052,-73.9691649217,CHURCH AV,STRATFORD RD,BKS141
31610043,S,40.6748720548,-73.9112277334,ROCKAWAY AV,DEAN ST,BKN161
30310014,R,40.6925006648,-73.9430061886,DEKALB AVENUE,THROOP AV,BKN031
30310113,R,40.6965454606,-73.9375696595,MYRTLE AV,LEWIS AV,BKN031
31620182,D,40.678577067,-73.9117171873,Street Name TBD,,BKN162
30220089,S,40.6874651809,-73.9919818215,BERGEN ST,BOERUM PL,BKN022
31250064,D,40.6362910777,-73.9726110846,OCEAN PKWY,DITMAS AV,BKS125
31740089,S,40.6510516436,-73.9523387281,Street Name TBD,,BKN174
31310040,D,40.586776787,-73.9665419346,AV Z,OCEAN PKWY,BKS131
31320305,R,40.5755087691,-73.9843629287,SURF AV,W 17 ST,BKS132
31230017,S,40.6403348401,-73.9944849348,FT HAMILTON PKWY,NEW UTRECHT AV,BKS123
30110019,R,40.7360086484,-73.95501246,MANHATTAN AV,DUPONT ST,BKN011
30710041,R,40.6582548185,-73.9825607225,PROSPECT PARK W,17 ST,BKS071
31240034,S,40.6310243613,-73.9852000122,16 AV,49 ST,BKS124
30730059,S,40.6417369526,-74.0028794779,8 AV,49 ST,BKS073
30220053,C,40.6921111563,-73.9894741858,BOERUM PL,JORALEMON ST,BKN022
31750029,S,40.6421928914,-73.9311193423,AV D,E 48 ST,BKN175
31260035,D,40.6094473331,-73.9692848026,AV P,E 5 ST,BKS126
31410059,S,40.6422913269,-73.9615582305,CORTELYOU RD,E 18 ST,BKS141
30710064,D,40.6536415818,-73.9726717967,Street Name TBD,,BKS071
31110051,S,40.6138613953,-73.9811491056,65 ST,BAY PKWY,BKS111
31240082,S,40.6294459641,-73.9801503169,18 AV,47 ST,BKS124
30210302,H,40.7037452844,-73.9897293639,WASHINGTON ST,PLYMOUTH ST,BKN021
30210102,H,40.6935542678,-73.9967609543,HICKS ST,JORALEMON ST,BKN021
30330045,S,40.6869376321,-73.9389518323,MARCUS GARVEY BLVD,MONROE ST,BKN033
30430062,S,40.691853633,-73.9058847247,KNICKERBOCKER AV,SCHAEFER ST,BKN043
30430011,S,40.6948570956,-73.9111388976,KNICKERBOCKER AV,CORNELIA ST,BKN043
30420174,S,40.6884057796,-73.9197892482,BROADWAY,MADISON ST,BKN042
30640007,S,40.6706046508,-73.9721095496,PROSPECT PARK W,MONTGOMERY PL,BKS064
30830051,H,40.6740898282,-73.9277150036,ROCHESTER AV,ST MARKS AVENUE,BKN083
31420022,S,40.6402742706,-73.9669106735,CORTELYOU RD,WESTMINSTER RD,BKS142
30310043,R,40.6961536533,-73.9437571268,THROOP AV,MYRTLE AV,BKN031
30330094,R,40.6834744065,-73.9466451882,MARCY AV,JEFFERSON AV,BKN033
31840033,S,40.6135501721,-73.9123337394,MILL AV,STRICKLAND AV,BKS184
30120107,R,40.7136883204,-73.9656221326,WYTHE AV,S 3 ST,BKN012
30150115,S,40.713160811,-73.9444889951,GRAHAM AV,AINSLIE ST,BKN015
30650069,S,40.6679051475,-73.9910649412,4 AV,13 ST,BKS065
30110004,R,40.7349996158,-73.9552227292,MANHATTAN AV,EAGLE ST,BKN011
30340061,R,40.6873300773,-73.9357196611,LEWIS AV,MONROE ST,BKN034
30350035,S,40.6890039892,-73.9271446536,GATES AV,PATCHEN AV,BKN035
31140020,S,40.6066114457,-74.0019474701,86 ST,BAY 19 ST,BKS114
30720031,S,40.6504607386,-74.0044185836,5 AV,40 ST,BKS072
30510063,R,40.6789378074,-73.8873982946,FULTON ST,WARWICK ST,BKN051
30120127,S,40.7138113298,-73.9559930618,METROPOLITAN AV,HAVEMEYER ST,BKN012
31710007,S,40.6623778343,-73.9271297661,RUTLAND RD,E 93 ST,BKN171
31420037,S,40.6358107443,-73.9621889005,NEWKIRK AV,E 16 ST,BKS142
30930005,S,40.656192572,-73.9532724865,ROGERS AV,PARKSIDE AV,BKN093
31260057,D,40.6121793342,-73.9680115663,AV O,OCEAN PKWY,BKS126
30410013,R,40.6996413019,-73.9235794505,WILSON AV,DEKALB AVENUE,BKN041
31810026,R,40.6449179588,-73.902327411,ROCKAWAY PKWY,GLENWOOD RD,BKS181
31230028,S,40.6429753752,-73.9904877303,FT HAMILTON PKWY,39 ST,BKS123
30520007,S,40.6789204406,-73.863424087,Street Name TBD,,BKN052
30240150,S,40.6916754846,-73.9683551412,CLINTON AVE,WILLOUGHBY AV,BKN024
31020083,S,40.6300976406,-74.0281491097,3 AV,77 ST,BKS102
30130077,D,40.724940499,-73.9441898314,Street Name TBD,,BKN013
30220213,C,40.6905727778,-73.9855808601,FULTON ST,HOYT ST,BKN022
30620016,S,40.6809534817,-73.9941568293,SMITH ST,PRESIDENT ST,BKS062
30530014,S,40.6722127912,-73.8743484018,FOUNTAIN AV,SUTTER AV,BKN053
30210253,C,40.6936913542,-73.9874064369,Street Name TBD,,BKN021
30650058,H,40.6695809619,-73.9857183618,5 AV,8 ST,BKS065
30820042,H,40.6777650602,-73.9499370314,NOSTRAND AV,PACIFIC ST,BKN082
31730109,S,40.6493224732,-73.9163273074,REMSEN AV,AV B,BKN173
31140027,S,40.6098715446,-74.007208905,86 ST,16 AV,BKS114
31020021,H,40.6230761293,-74.0283879982,86 ST,4 AV,BKS102
30210076,S,40.6955462093,-73.9937512225,PIERREPONT ST,HENRY ST,BKN021
30350063,R,40.6820642894,-73.9227246184,BAINBRIDGE ST,RALPH AV,BKN035
30210311,S,40.6951500337,-73.9960604729,HICKS ST,MONTAGUE ST,BKN021
30420111,H,40.6916805234,-73.9255728178,BROADWAY,GREENE AV,BKN042
30640098,S,40.6693800293,-73.9863065201,9 ST,5 AV,BKS064
30220237,H,40.6863270034,-73.9826965313,ATLANTIC AV,NEVINS ST,BKN022
30740012,S,40.6436918371,-74.0114155696,5 AV,52 ST,BKS074
31710070,H,40.6628136024,-73.925916038,RUTLAND RD,E 94 ST,BKN171
31230014,S,40.6411626431,-73.9859043202,13 AVE,38 ST,BKS123
31160054,S,40.5962748616,-73.9782605668,AV U,W 7 ST,BKS116
30340082,S,40.6866107713,-73.9326004447,STUYVESANT AV,MADISON ST,BKN034
31020025,S,40.6241249968,-74.0305682981,3 AV,85 ST,BKS102
30540097,S,40.6572039407,-73.8892893348,STANLEY AV,PENNSYLVANIA AV,BKN054
31510034,S,40.5988757768,-73.9572288582,AV U,E 14 ST,BKS151
30320039,R,40.6800424651,-73.9497858457,NOSTRAND AV,FULTON ST/HERKIMER ST,BKN032
30930079,S,40.6559002054,-73.9528176538,ROGERS AV,PARKSIDE AV,BKN093
30130072,D,40.7256413993,-73.9427729912,NASSAU AV,MONITOR ST,BKN013
31750081,D,40.63873845,-73.9379075306,Street Name TBD,,BKN175
30810105,S,40.6768841441,-73.9689286484,VANDERBILT AV,PARK PL,BKN081
30820037,H,40.6739420442,-73.9415829796,KINGSTON AV,PROSPECT PL,BKN082
30510019,R,40.6772341226,-73.8960488541,FULTON ST,NEW JERSEY AV,BKN051
30240059,S,40.6935524701,-73.9661323354,MYRTLE AV,HALL ST,BKN024
30340024,S,40.6865732726,-73.9329621074,STUYVESANT AV,MADISON ST,BKN034
31030112,S,40.6159372197,-74.0313894305,4 AV,95 ST,BKS103
31130014,S,40.6095864171,-74.0000614428,Street Name TBD,,BKS113
31020073,H,40.6264684106,-74.0240707218,5 AV,79 ST,BKS102
30420060,R,40.6972166302,-73.9193123934,WILSON AV,BLEECKER ST,BKN042
31230052,R,40.6380039313,-73.9892497476,13 AVE,44 ST,BKS123
30720086,S,40.654267253,-74.0040268103,4 AV,36 ST,BKS072
30510032,H,40.6766009928,-73.9000997317,E NEW YORK AV,ALABAMA AV,BKN051
31020064,S,40.6291743616,-74.0289814049,3 AV,78 ST,BKS102
30510070,R,40.6784552985,-73.8888474453,FULTON ST,BARBEY ST,BKN051
30810099,S,40.6753242039,-73.9631138928,GRAND AV,PARK PL,BKN081
31320034,S,40.5754962123,-73.9967014238,MERMAID AV,W 30 ST,BKS132
31550004,S,40.5938832044,-73.9610270479,CONEY ISLAND AV,AV W,BKS155
30420019,R,40.7009116864,-73.9133501878,WYCKOFF AV,GROVE ST,BKN042
30820023,R,40.6753387549,-73.9501957536,ST MARKS AVENUE,NOSTRAND AV,BKN082
30640124,S,40.6759296424,-73.9837451096,4 AV,CARROLL ST,BKS064
30230147,H,40.6866443472,-73.9784945105,LAFAYETTE AV,ASHLAND PL,BKN023
30720121,S,40.660448456,-73.9983504622,4 AV,25 ST,BKS072
31430042,S,40.6329827481,-73.9526594317,Street Name TBD,,BKS143
30930054,S,40.6563870396,-73.950382857,NOSTRAND AV,PARKSIDE AV,BKN093
30330163,H,40.6829980345,-73.9382547283,MARCUS GARVEY BLVD,HALSEY ST,BKN033
30230138,R,40.6859708102,-73.9732173754,FULTON ST,S OXFORD ST,BKN023
31040030,S,40.6185504615,-74.0095025742,13 AV,78 ST,BKS104
31730076,S,40.6515652877,-73.9302113645,UTICA AV,CHURCH AV,BKN173
30820065,S,40.6732337665,-73.9443963265,PARK PL,BROOKLYN AV,BKN082
31040107,E,40.6182073408,-74.0133814649,12 AV,81 ST,BKS104
31240021,H,40.6293657692,-73.9869950962,16 AV,52 ST,BKS124
30340001,R,40.6887642052,-73.9299958051,MALCOLM X BLVD,GATES AV,BKN034
30230008,S,40.6864323192,-73.9693463372,CLERMONT AV,GREENE AV,BKN023
31030063,S,40.6169696261,-74.0277680458,FT HAMILTON PKWY,92 ST,BKS103
30420101,R,40.7032357398,-73.917732058,WYCKOFF AV,STANHOPE ST,BKN042
31020010,H,40.6280044527,-74.0230049976,5 AV,77 ST,BKS102
31320121,R,40.5778291144,-73.9593521212,BRIGHTON BEACH AV,CONEY ISLAND AV,BKS132
30930045,R,40.6565707583,-73.9603128,FLATBUSH AV,WESTBURY CT,BKN093
30620079,R,40.6836436409,-73.9954828293,COURT ST,DE GRAW ST,BKS062
30640110,R,40.6737333857,-73.9761678703,7 AV,PRESIDENT ST,BKS064
31750004,S,40.6422821136,-73.9291768657,UTICA AV,AV D,BKN175
30740019,S,40.6428755082,-74.0129469431,5 AV,54 ST,BKS074
30630050,S,40.679730587,-73.9780421302,5 AV,PARK PL,BKS063
31510022,S,40.6060055554,-73.9654556771,KINGS HWY,E 7 ST,BKS151
31030125,D,40.6119500008,-74.0316708897,Street Name TBD,,BKS103
30240040,R,40.6938102539,-73.9639165538,MYRTLE AV,GRAND AV,BKN024
30330016,R,40.69244726,-73.9401228136,DEKALB AVENUE,MARCUS GARVEY BLVD,BKN033
31720058,S,40.6513970556,-73.9340647119,CHURCH AV,E 46 ST,BKN172
30210113,H,40.6922336862,-73.9835678587,GOLD ST,WILLOUGHBY ST,BKN021
31730053,S,40.6526562066,-73.920989148,RALPH AV,CHURCH AV,BKN173
30540035,S,40.6544162243,-73.8871432625,COZINE AV,PENNSYLVANIA AV,BKN054
30640024,R,40.6710572429,-73.9783463148,7 AV,2 ST,BKS064
30320096,R,40.6823070738,-73.946810987,HALSEY ST,MARCY AV,BKN032
30510067,R,40.6732369769,-73.8964236445,PENNSYLVANIA AV,GLENMORE AV,BKN051
30510080,R,40.6778825936,-73.8917568431,FULTON ST,VAN SICLEN AV,BKN051
30930101,D,40.6561164267,-73.9624088445,Street Name TBD,,BKN093
31620194,D,40.6620892053,-73.9136556453,Street Name TBD,,BKN162
31540015,S,40.5914812561,-73.9403360947,AV Y,NOSTRAND AV,BKS154
30730023,S,40.6462380182,-74.0088545465,5 AV,48 ST,BKS073
30210229,C,40.6897052465,-73.9826857479,FULTON ST,BOND ST,BKN021
30310121,R,40.6943227304,-73.9311744353,MALCOLM X BLVD,MALCOLM X BLVD,BKN031
31740016,R,40.650670709,-73.9494178135,CHURCH AV,NOSTRAND AV,BKN174
30620014,R,40.6806968401,-73.9947843015,SMITH ST,CARROLL ST,BKS062
30210304,H,40.7038305105,-73.9847827174,BRIDGE ST,PLYMOUTH ST,BKN021
31030118,S,40.6142749316,-74.0327272426,4 AV,MARINE AV,BKS103
31030077,S,40.6166640973,-74.0310823014,4 AV,94 ST,BKS103
30520062,S,40.6752750597,-73.8717410618,PITKIN AV,EUCLID AV,BKN052
30220132,S,40.6864300732,-73.9880683916,DEAN ST,HOYT ST,BKN022
31430021,S,40.6308370075,-73.9570010453,OCEAN AV,AV H,BKS143
30610032,S,40.6767844253,-74.0131794665,VAN BRUNT ST,DIKEMAN ST,BKS061
31540020,R,40.5968122807,-73.929219229,GERRITSEN AV,AV X,BKS154
31710062,H,40.6630958996,-73.9254290609,RUTLAND RD,E 95 ST,BKN171
30240106,S,40.6892910117,-73.9692677323,VANDERBILT AV,DEKALB AVENUE,BKN024
30410126,R,40.7047852829,-73.9197056889,WYCKOFF AV,HART ST,BKN041
30320112,R,40.6809187613,-73.9531754432,BEDFORD AV,FULTON ST,BKN032
31510102,H,40.6047136431,-73.9689782943,KINGS HWY,E 4 ST,BKS151
30320154,C,40.6805052106,-73.9494381981,NOSTRAND AV,FULTON ST,BKN032
30110064,C,40.7235611902,-73.9508804933,MANHATTAN AV,NASSAU AV,BKN011
31120035,S,40.6148073117,-73.9947871336,18 AV,73 ST,BKS112
30310065,R,40.6987150879,-73.9414200953,PARK AV,MARCUS GARVEY BLVD,BKN031
30120026,S,40.7139061277,-73.9494935969,METROPOLITAN AV,LORIMER ST,BKN012
31160044,S,40.5970367231,-73.9739092876,AV U,LAKE ST,BKS116
31220073,H,40.6348627024,-73.992088337,13 AVE,49 ST,BKS122
31740096,R,40.6509416273,-73.9492262937,CHURCH AV,NOSTRAND AV,BKN174
30720116,S,40.6520860548,-74.0070049785,4 AV,40 ST,BKS072
31130013,S,40.6080170484,-74.0019413326,NEW UTRECHT AV,18 AV,BKS113
30910102,S,40.6684009663,-73.9393064752,ALBANY AV,UNION ST,BKN091
30710045,S,40.660985609,-73.9803868201,PROSPECT PARK W,15 ST,BKS071
30330170,R,40.6877701497,-73.9449894028,TOMPKINS AV,QUINCY ST,BKN033
31610073,H,40.6687353044,-73.9181042846,PITKIN AV,LEGION ST,BKN161
31250062,D,40.6333849382,-73.9720624428,OCEAN PKWY,18 AV,BKS125
30340115,D,40.6804529172,-73.9277392219,Street Name TBD,,BKN034
31840015,R,40.6263547688,-73.9177769308,RALPH AV,AVE K,BKS184
30610047,R,40.6762397042,-73.998633952,COURT ST,NELSON ST,BKS061
30130071,D,40.7255415297,-73.9434976704,Street Name TBD,,BKN013
31510064,S,40.6089672144,-73.9581473498,KINGS HWY,E 15 ST,BKS151
30130054,S,40.7144373656,-73.9475259624,METROPOLITAN AV,LEONARD ST,BKN013
31030020,S,40.6205708578,-74.0324437173,3 AV,90 ST,BKS103
30230097,S,40.6877926534,-73.9679526995,LAFAYETTE AV,CLINTON AV,BKN023
30920072,S,40.6630877121,-73.9540128078,ROGERS AV,STERLING ST,BKN092
30830094,H,40.6717993339,-73.9224235386,RALPH AV,PARK PL,BKN083
30810008,R,40.6778340131,-73.9690550495,VANDERBILT AV,PROSPECT PL,BKN081
30910088,R,40.6650298718,-73.9317250195,UTICA AV,CROWN ST,BKN091
30640115,R,40.670100283,-73.9791494282,7 AV,4 ST,BKS064
30640077,S,40.6715367612,-73.9874040608,4 AV,7 ST,BKS064
31530098,D,40.5912505472,-73.9458432072,AV Y,E 24 ST,BKS153
30910073,S,40.6679011724,-73.9508852961,NOSTRAND AV,PRESIDENT ST,BKN091
30140036,R,40.7008109138,-73.9422748885,FLUSHING AV,BROADWAY,BKN014
31040110,E,40.6189937341,-74.0162073729,11 AV,82 ST,BKS104
30650047,S,40.6671294334,-73.9877248535,5 AV,12 ST,BKS065
30520005,R,40.6834682971,-73.8722826926,FULTON ST,CRESCENT ST,BKN052
31410013,S,40.64423545,-73.9581418582,FLATBUSH AV,CORTELYOU RD,BKS141
31150006,S,40.5978561343,-73.987456095,86 ST,25 AV,BKS115
31510035,S,40.5985666771,-73.957428162,AV U,E 14 ST,BKS151
30730049,S,40.6458677362,-74.0128429756,4 AV,51 ST,BKS073
30650094,S,40.6627799046,-73.9785971707,PROSPECT PARK W,12 ST,BKS065
30650040,S,40.6659646386,-73.9887173133,5 AV,14 ST,BKS065
30210010,H,40.6946810205,-73.9933545446,Street Name TBD,,BKN021
31530017,H,40.5839135919,-73.9472027808,EMMONS AV,E 21 ST,BKS153
30430053,S,40.6893415176,-73.9060013763,WILSON AV,COOPER ST,BKN043
31020122,S,40.619343508,-74.0222620272,Street Name TBD,,BKS102
31210073,S,40.6345250417,-74.003107002,FT HAMILTON PKWY,57 ST,BKS121
31160051,H,40.5966595287,-73.9773228857,W 6 ST,AV U,BKS116
30320106,H,40.6802755251,-73.9510727254,Street Name TBD,,BKN032
30420138,R,40.6964077062,-73.9138705003,KNICKERBOCKER AV,PALMETTO ST,BKN042
30610043,S,40.6786074717,-74.0110257583,VAN BRUNT ST,PIONEER ST,BKS061
30630081,S,40.6815437126,-73.9767423941,5 AV,BERGEN ST,BKS063
31240029,S,40.6327131722,-73.9834898851,16 AV,46 ST,BKS124
30920115,S,40.6611742498,-73.9538261641,ROGERS AV,LINCOLN RD,BKN092
30110096,R,40.7287558397,-73.9533970665,Street Name TBD,,BKN011
30610001,S,40.6749557565,-73.9992177368,COURT ST,W 9 ST,BKS061
31620148,R,40.6705004724,-73.9039943118,PITKIN AV,POWELL ST,BKN162
30220157,S,40.6869779439,-73.9935142051,COURT ST,WYCKOFF ST,BKN022
30540034,S,40.6661104332,-73.8945730383,PENNSYLVANIA AV,DUMONT AV,BKN054
30310081,R,40.6921321936,-73.9458536373,DEKALB AVENUE,TOMPKINS AV,BKN031
31550045,D,40.593140482,-73.9644838435,AV W,OCEAN PKWY,BKS155
30520113,S,40.6837508556,-73.8797505625,RIDGEWOOD AV,NORWOOD AV,BKN052
30810200,D,40.672847563,-73.9667218514,Street Name TBD,,BKN081
31420047,S,40.6435775856,-73.9702672261,CONEY ISLAND AV,BEVERLEY ROAD,BKS142
30610070,S,40.6793396134,-73.9961464845,Street Name TBD,,BKS061
30710076,D,40.6575871887,-73.9738802283,PROSPECT PARK SW,CENTER DR,BKS071
31320307,S,40.5754659283,-73.9847097874,SURF AV,W 17 ST,BKS132
31750078,S,40.6420228031,-73.9281320491,AV D,E 51 ST,BKN175
30820025,R,40.6758902627,-73.9497339747,NOSTRAND AV,BERGEN ST,BKN082
30910119,D,40.6687661723,-73.9660135876,Street Name TBD,,BKN091
31160010,S,40.6044188132,-73.9729953257,DAHILL RD,KINGS HWY,BKS116
30620068,R,40.683724999,-73.9927147923,SMITH ST,DOUGLASS ST,BKS062
31710067,S,40.6621625434,-73.9268929398,RUTLAND RD,E 93 ST,BKN171
31610094,S,40.6703843736,-73.9171928193,SARATOGA AV,EASTERN PKWY,BKN161
31520027,S,40.5997493952,-73.9467194854,BEDFORD AV,AV U,BKS152
31730073,S,40.6516804708,-73.929566717,CHURCH AV,E 51 ST,BKN173
31530076,S,40.5842311309,-73.9510398449,SHEEPSHEAD BAY RD,SHORE PKWY,BKS153
30510073,R,40.6742833645,-73.89630787,PENNSYLVANIA AV,LIBERTY AV,BKN051
30240111,S,40.6964205603,-73.9762762953,N PORTLAND AV,PARK AVE,BKN024
31040059,S,40.6237265536,-74.0036082754,13 AV,BAY RIDGE AV,BKS104
30650024,R,40.6669305484,-73.981276308,9 ST,7 AV,BKS065
31220066,R,40.634477905,-73.9924194206,13 AVE,50 ST,BKS122
31040027,H,40.6171005425,-74.0109935958,13 AV,81 ST,BKS104
31260044,D,40.6240536948,-73.9702845902,OCEAN PKWY,AV J,BKS126
30140025,C,40.7059008919,-73.9603380084,LEE AV,ROSS ST,BKN014
31240005,S,40.6294097078,-73.979531161,18 AV,47 ST,BKS124
30150004,S,40.7028682557,-73.9426489153,GRAHAM AV,VARET ST,BKN015
