BASKETID,BASKETTYPE,latitude,longitude,STREETNAME1,STREETNAME2,SECTION
31520081,R,40.6012862755,-73.9354074708,AV U,BRIGHAM ST,BKS152
30420117,R,40.6942947298,-73.9265361528,BUSHWICK AV,STANHOPE ST,BKN042
30130053,R,40.7236809287,-73.9504946647,MANHATTAN AV,NASSAU AV,BKN013
31020008,H,40.6274860522,-74.0236359561,5 AV,78 ST,BKS102
30720093,S,40.6481252601,-74.0074484312,5 AV,45 ST,BKS072
31010010,H,40.6317477227,-74.0214814875,5 AV,72 ST,BKS101
30520094,R,40.6785037428,-73.869120057,LIBERTY AV,AUTUMN AV,BKN052
31020002,H,40.6260162984,-74.0242417045,5 AV,80 ST,BKS102
30830155,S,40.6770189397,-73.9357231438,TROY AV,PACIFIC ST,BKN083
31220020,S,40.6377432904,-73.9983428432,FT HAMILTON PKWY,50 ST,BKS122
30120050,R,40.7145352979,-73.9610145107,GRAND ST,BEDFORD AV,BKN012
31810040,H,40.6332024304,-73.888371729,Street Name TBD,,BKS181
31610039,S,40.6738079309,-73.9109351021,ROCKAWAY AV,BERGEN ST,BKN161
30740067,S,40.6411870852,-74.0140861402,5 AV,57 ST,BKS074
30120045,R,40.7160457373,-73.9595190503,BEDFORD AV,N 4 ST,BKN012
30720061,S,40.6630267568,-73.9914113258,5 AV,18 ST,BKS072
31010025,H,40.6358749662,-74.0196470591,5 AV,66 ST,BKS101
31510098,S,40.5972458587,-73.9716953466,AV U,WEST ST,BKS151
31020129,D,40.6261634751,-74.0378721614,Street Name TBD,,BKS102
31730088,S,40.6522877966,-73.9247872762,CHURCH AV,E 56 ST,BKN173
31410108,D,40.6529559774,-73.9662695187,PARKSIDE AV,PARADE PL,BKS141
30210254,C,40.6923735238,-73.988608066,Street Name TBD,,BKN021
30510066,R,40.6782984794,-73.8906966125,FULTON ST,HENDRIX ST,BKN051
30410146,R,40.6996293041,-73.9275731031,CENTRAL AV,WILLOUGHBY AV,BKN041
30820158,R,40.6752589292,-73.9532505457,BEDFORD AV,ST MARKS AVENUE,BKN082
30210098,H,40.6919978146,-73.9850934788,WILLOUGHBY ST,BRIDGE ST,BKN021
31030123,S,40.6125687468,-74.0334892716,4 AV,100 ST,BKS103
31520073,R,40.600569835,-73.9421271815,NOSTRAND AV,AV U,BKS152
31250075,D,40.6433913084,-73.9742846723,OCEAN PKWY,BEVERLEY ROAD,BKS125
30210272,H,40.6937554423,-73.9819051937,Street Name TBD,,BKN021
31150038,S,40.5971218767,-73.9855437006,STILLWELL AV,86 ST,BKS115
31320047,S,40.5805978584,-73.9652487817,NEPTUNE AV,BRIGHTON 3 ST,BKS132
31830013,S,40.636288874,-73.8991746366,AV L,E 92 ST,BKS183
30240049,R,40.6936902307,-73.9651999161,MYRTLE AV,RYERSON ST,BKN024
31020055,S,40.6277114791,-74.0294840791,3 AV,80 ST,BKS102
30630049,S,40.6797324045,-73.978371424,5 AV,BALTIC ST,BKS063
31310002,S,40.5870989347,-73.96057581,CONEY ISLAND AV,AV Z,BKS131
30740047,S,40.6375719607,-74.0178928856,5 AV,63 ST,BKS074
31620178,S,40.6800384697,-73.9140752552,THOMAS S BOYLAND ST,MAC DOUGAL ST,BKN162
30240081,S,40.687621306,-73.9781582952,ASHLAND PL,FULTON ST,BKN024
31730006,S,40.6539332535,-73.9303821894,UTICA AV,LINDEN BLVD,BKN173
30130010,R,40.7243440807,-73.9483259126,NASSAU AV,MC GUINNESS BLVD,BKN013
30720138,S,40.6506710958,-74.0048224679,5 AV,40 ST,BKS072
30820069,S,40.6711742418,-73.9446669695,ST JOHNS PLACE,BROOKLYN AV,BKN082
31240074,S,40.6246025581,-73.9919152093,60 ST,16 AV,BKS124
30330038,R,40.6921706991,-73.9425883744,DEKALB AVENUE,THROOP AV,BKN033
30150117,R,40.7125060529,-73.9438494703,GRAHAM AV,POWERS ST,BKN015
31130024,S,40.6059792814,-74.0002142293,86 ST,19 AV,BKS113
30320116,R,40.6870799524,-73.9548388951,BEDFORD AV,LEXINGTON AV,BKN032
30540086,S,40.6694588398,-73.8933835417,SUTTER AV,VERMONT ST,BKN054
30930035,S,40.6557633835,-73.9473793915,NEW YORK AV,CLARKSON AV,BKN093
30210117,S,40.6923104435,-73.9853995345,WILLOUGHBY ST,BRIDGE ST,BKN021
30240007,H,40.6899633346,-73.9784423919,ASHLAND PL,DEKALB AVENUE,BKN024
31010064,S,40.6376223415,-74.0250191548,3 AV,67 ST,BKS101
30210261,C,40.6938703166,-73.9838444624,MYRTLE AV,DUFFIELD ST,BKN021
30310031,R,40.695874187,-73.9432866393,MYRTLE AV,THROOP AV,BKN031
31010045,S,40.6343368225,-74.0267737782,3 AV,71 ST,BKS101
31410132,D,40.6518056014,-73.9692533632,Street Name TBD,,BKS141
30640073,S,40.6709526789,-73.9878911911,4 AV,8 ST,BKS064
31410055,S,40.6475323899,-73.968263069,CHURCH AV,WESTMINSTER RD,BKS141
30410066,R,40.6981211426,-73.9260952552,MYRTLE AV,CEDAR ST,BKN041
31240083,S,40.6285240389,-73.9810512379,18 AV,49 ST,BKS124
31610082,S,40.6611946844,-73.9083394393,ROCKAWAY AV,RIVERDALE AV,BKN161
31610061,S,40.6688926313,-73.9171253683,SARATOGA AV,PITKIN AV,BKN161
31870048,R,40.6149211849,-73.9360338301,QUENTIN RD,E 37 ST,BKS187
30410001,R,40.7049857319,-73.9245954857,IRVING AV,TROUTMAN ST,BKN041
31740032,S,40.6505347483,-73.9514838673,CHURCH AV,LLOYD ST,BKN174
30920123,D,40.6659869735,-73.9591374128,Street Name TBD,,BKN092
30220218,C,40.6867654638,-73.9796340179,FLATBUSH AV,3 AV,BKN022
30610084,D,40.6803785838,-74.0027853399,HICKS ST,RAPELYE ST,BKS061
30210028,S,40.7006327984,-73.9934167843,MIDDAGH ST,HICKS ST,BKN021
30520116,R,40.6825459331,-73.8765183364,FULTON ST,RICHMOND ST,BKN052
30330051,R,40.6918080304,-73.9396187981,MARCUS GARVEY BLVD,KOSCIUSZKO ST,BKN033
30340028,R,40.6902302929,-73.9363383736,LEWIS AV,GREENE AV,BKN034
30920090,R,40.6640643036,-73.9512074378,EMPIRE BLVD,NOSTRAND AV,BKN092
30210218,C,40.6889730781,-73.9807545566,FLATBUSH AV EX,FULTON ST,BKN021
31320100,S,40.576507278,-73.9839216502,MERMAID AV,W 16 ST,BKS132
30610013,S,40.6788698362,-73.9978113676,COURT ST,3 PL,BKS061
31410023,S,40.647915071,-73.9579588314,FLATBUSH AV,ALBEMARLE RD,BKS141
30540109,S,40.6643337925,-73.8956647197,LIVONIA AV,GEORGIA AV,BKN054
30210108,H,40.702396694,-73.9894769186,WASHINGTON ST,FRONT ST,BKN021
30240001,S,40.6873126646,-73.9748490444,LAFAYETTE AV,S PORTLAND AV,BKN024
30740078,S,40.6352381126,-74.0095158526,8 AV,60 ST,BKS074
31320170,S,40.5751611162,-73.9770582629,Street Name TBD,,BKS132
30330088,R,40.6918667712,-73.9457586001,DEKALB AVENUE,TOMPKINS AV,BKN033
30320077,R,40.686338061,-73.950554969,NOSTRAND AV,GATES AV,BKN032
31620027,S,40.6689305167,-73.9078408994,BELMONT AV,WATKINS ST,BKN162
31410050,S,40.6496585408,-73.9619629161,CHURCH AV,E 19 ST,BKS141
31040051,S,40.6222206237,-74.0056438425,13 AV,72 ST,BKS104
30140053,S,40.7099345266,-73.9668119007,WYTHE AV,S 8 ST,BKN014
31320041,S,40.5811993938,-73.9643196858,NEPTUNE AV,BRIGHTON 4 ST,BKS132
30410010,R,40.7037262099,-73.9223414882,IRVING AV,SUYDAM ST,BKN041
31440082,S,40.617871627,-73.9592423987,AV M,E 16 ST,BKS144
31870052,S,40.6084529749,-73.9374304962,Street Name TBD,,BKS187
30920080,S,40.6627135508,-73.9346899089,E NEW YORK AV,SCHENECTADY AV,BKN092
31320214,S,40.579064768,-73.9814842608,NEPTUNE AV,STILLWELL AV,BKS132
30720008,S,40.6501630964,-74.004768395,5 AV,41 ST,BKS072
31030015,S,40.6157296887,-74.0309162478,5 AVE,95 ST,BKS103
30720137,S,40.6461321048,-73.9987589009,8 AV,41 ST,BKS072
30710006,S,40.6485994071,-73.9775800849,FT HAMILTON PKWY,E 4 ST,BKS071
31030002,S,40.6189454075,-74.0281150915,5 AV,90 ST,BKS103
30610027,R,40.6776632797,-73.9965501692,SMITH ST,4 PL,BKS061
30430101,S,40.6934723131,-73.9133181647,WILSON AV,PUTNAM AV,BKN043
31430019,H,40.6313095534,-73.9477167311,NOSTRAND AV,AV H,BKS143
30620028,S,40.6849699923,-73.991861366,SMITH ST,BALTIC ST,BKS062
30910103,S,40.6694671168,-73.9500295844,Street Name TBD,,BKN091
31320096,S,40.5769854221,-73.982910685,MERMAID AV,W 15 ST,BKS132
30340053,R,40.6923477793,-73.9311282539,MALCOLM X BLVD,LAFAYETTE AV,BKN034
30430001,S,40.6944052888,-73.9065329677,HALSEY ST,IRVING AV,BKN043
30120106,S,40.7148891906,-73.9585056335,METROPOLITAN AV,DRIGGS AV,BKN012
30120056,R,40.7161719752,-73.9592810159,N 4 ST,BEDFORD AV,BKN012
30130009,R,40.7245464913,-73.9478136352,NASSAU AV,MC GUINNESS BLVD,BKN013
31040105,E,40.6176689685,-74.0139247598,12 AV,82 ST,BKS104
30240195,R,40.6895029563,-73.9732707298,DEKALB AVENUE,CUMBERLAND ST,BKN024
30350062,H,40.6788978418,-73.9244077043,FULTON ST,BUFFALO AV,BKN035
30330108,H,40.6800477081,-73.9407730418,FULTON ST,THROOP AV,BKN033
31610162,D,40.6569305017,-73.9037711918,MOTHER GASTON BLVD,HEGEMAN AV,BKN161
30420092,R,40.6943700057,-73.9271826411,BUSHWICK AV,KOSCIUSZKO ST,BKN042
31010036,H,40.635163407,-74.0205167104,5 AV,SENATOR ST,BKS101
30650021,S,40.6663043928,-73.9818438548,7 AV,10 ST,BKS065
30130058,S,40.7241227921,-73.9507353231,MANHATTAN AV,NASSAU AV,BKN013
30920093,S,40.6655446658,-73.9571249207,BEDFORD AV,MONTGOMERY ST,BKN092
31620151,R,40.6703051721,-73.9058641939,PITKIN AV,CHRISTOPHER AV,BKN162
31020020,H,40.6228294716,-74.0281159889,4 AV,86 ST,BKS102
30930043,S,40.6578231936,-73.9529362646,ROGERS AVE,HAWTHORNE ST,BKN093
30510087,H,40.678200613,-73.8897092877,FULTON ST,SCHENCK AV,BKN051
31160095,D,40.6084447884,-73.986759874,Street Name TBD,,BKS116
31010099,D,40.639622466,-74.0386099398,,,BKS101
30920069,S,40.6638927212,-73.9482887552,EMPIRE BLVD,NEW YORK AV,BKN092
30640121,C,40.672544807,-73.9836910772,5 AV,4 ST,BKS064
31030133,D,40.6145785512,-74.037292444,Street Name TBD,,BKS103
30230099,R,40.6852708397,-73.9721243478,FULTON ST,CUMBERLAND ST,BKN023
30630019,R,40.6768781299,-73.9735995333,7 AV,STERLING PL,BKS063
30210034,H,40.6949895133,-73.9842462618,FLATBUSH AV EX,TECH PL,BKN021
30640069,S,40.6705869488,-73.9888326768,9 ST,4 AV,BKS064
31420006,S,40.6306417553,-73.9769067232,MC DONALD AV,18 AV,BKS142
30510168,R,40.6779387359,-73.8933388566,FULTON ST,BRADFORD ST,BKN051
31120013,S,40.618892475,-73.9992394957,NEW UTRECHT AV,71 ST,BKS112
30720028,S,40.6649484631,-73.9936693642,4 AV,17 ST,BKS072
31020040,S,40.6218986482,-74.0255935465,5 AV,85 ST,BKS102
31160014,S,40.6044849527,-73.9762615313,KINGS HWY,W 3 ST,BKS116
31020061,H,40.624056413,-74.0246356795,5 AV,82 ST,BKS102
30220111,H,40.6874917711,-73.9818391942,SCHERMERHORN ST,NEVINS ST,BKN022
30410002,R,40.704694342,-73.9283822705,KNICKERBOCKER AV,FLUSHING AV,BKN041
30330095,R,40.6842186526,-73.9468008954,PUTNAM AV,MARCY AV,BKN033
30230145,H,40.6865815496,-73.9790541696,FLATBUSH AV,LAFAYETTE AV,BKN023
31150021,S,40.6021763716,-73.9946055534,86 ST,BAY 29 ST,BKS115
30720126,S,40.6598361273,-73.9982233203,4 AV,26 ST,BKS072
31220007,S,40.6390610724,-73.9984655848,10 AV,49 ST,BKS122
31530031,R,40.5850512315,-73.9510968947,SHEEPSHEAD BAY RD,SHORE PKWY,BKS153
30140037,C,40.7036603234,-73.9578691317,LEE AV,HEWES ST,BKN014
31730018,S,40.6564322445,-73.9306471534,UTICA AV,CLARKSON AV,BKN173
31530039,R,40.587082773,-73.9537251962,Street Name TBD,,BKS153
30810098,R,40.6743391456,-73.9629339423,WASHINGTON AV,STERLING PL,BKN081
31320262,S,40.5759429921,-73.9891430824,MERMAID AV,W 22 ST,BKS132
30320052,H,40.6808850159,-73.955407458,FULTON ST,FRANKLIN AV,BKN032
30310075,S,40.6966171987,-73.9567469733,BEDFORD AV,PARK AV,BKN031
30210306,H,40.7017055896,-73.9878637922,YORK ST,PEARL ST,BKN021
31810025,R,40.6463995351,-73.9040011092,FARRAGUT RD,ROCKAWAY PKWY,BKS181
30830005,R,40.6730813178,-73.9304992013,UTICA AV,PROSPECT PL,BKN083
30910135,D,40.6692769839,-73.9424741026,KINGSTON AV,EASTERN PKWY,BKN091
30510160,D,40.6823465471,-73.8932020927,HIGHLAND BLVD,BULWER PL,BKN051
31160050,S,40.5963695117,-73.97731348,W 6 ST,AV U,BKS116
30430073,S,40.6925681451,-73.9071033792,KNICKERBOCKER AV,ELDERT ST,BKN043
31750070,S,40.642469043,-73.9266664824,AV D,E 53 ST,BKN175
30330177,R,40.6894526462,-73.9364584755,LEXINGTON AV,LEWIS AV,BKN033
31550015,S,40.5979457107,-73.9628733706,AV U,E 8 ST,BKS155
30640078,S,40.6721562776,-73.9868782945,4 AV,6 ST,BKS064
31320009,S,40.5758325521,-73.9898255948,MERMAID AV,W 23 ST,BKS132
30430097,S,40.692456019,-73.9025065244,COOPER AV,IRVING AV,BKN043
31230030,S,40.6431601322,-73.9902344074,FT HAMILTON PKWY,39 ST,BKS123
31320036,S,40.5750568813,-73.9972740397,MERMAID AV,W 31 ST,BKS132
30410127,R,40.698646723,-73.9378492007,BROADWAY,LOCUST ST,BKN041
31030076,H,40.6215447635,-74.0266362612,86 ST,5 AV,BKS103
30710053,D,40.661424082,-73.9887688072,Street Name TBD,,BKS071
30330054,R,40.6851878704,-73.9386434895,MARCUS GARVEY BLVD,PUTNAM AV,BKN033
31410062,S,40.6429377534,-73.9610742334,CORTELYOU RD,E 19 ST,BKS141
31240011,S,40.6275260194,-73.9815070485,18 AV,50 ST,BKS124
30340014,R,40.6851109241,-73.9353217339,LEWIS AV,JEFFERSON AV,BKN034
30910053,S,40.6662331442,-73.9538496932,ROGERS AV,CROWN ST,BKN091
30720106,S,40.661388391,-73.996756406,4 AV,23 ST,BKS072
31210017,S,40.6361872209,-74.001225845,FT HAMILTON PKWY,54 ST,BKS121
30150104,H,40.7022214601,-73.9418319716,COOK ST,COOK ST,BKN015
31520041,S,40.5993832485,-73.9496090003,AV U,E 22 ST,BKS152
30740051,S,40.6391699479,-74.0205510528,4 AV,63 ST,BKS074
31530016,H,40.583513825,-73.9461739627,EMMONS AV,E 21 ST/DOOLEY ST,BKS153
30730004,S,40.6439347675,-74.0011008172,8 AV,45 ST,BKS073
30220178,C,40.6912398483,-73.9895290719,LIVINGSTON ST,BOERUM PL,BKN022
30210208,H,40.6998180467,-73.9912310587,CADMAN PLZ W,MIDDAGH ST,BKN021
30810025,H,40.6781269785,-73.965791865,UNDERHILL AV,ST MARKS AVENUE,BKN081
30610004,R,40.6756994293,-73.9993157834,COURT ST,HUNTINGTON ST,BKS061
30610048,S,40.6755805071,-73.9989329152,COURT ST,HUNTINGTON ST,BKS061
30540113,D,40.6706761704,-73.8877122513,SUTTER AV,SCHENCK AV,BKN054
31120025,S,40.6136099459,-73.9960054491,BAY RIDGE PKWY,18 AV,BKS112
30220120,S,40.6878455932,-73.9867674972,ATLANTIC AV,HOYT ST,BKN022
30150095,S,40.7024878799,-73.9422266361,GRAHAM AV,COOK ST,BKN015
30210169,S,40.692809879,-73.9914679251,Street Name TBD,,BKN021
30120118,C,40.7112970449,-73.949075276,GRAND ST,LORIMER ST,BKN012
30650095,S,40.6629535857,-73.9784014522,PROSPECT PARK W,12 ST,BKS065
31510037,S,40.5988548785,-73.9574914503,AV U,E 14 ST,BKS151
31150007,S,40.5981252216,-73.9879048603,86 ST,BAY 38 ST,BKS115
30510053,R,40.6769592207,-73.8980304897,FULTON ST,SHEFFIELD AV,BKN051
31220055,R,40.6346599949,-73.9927607429,13 AVE,50 ST,BKS122
30130073,D,40.7247142421,-73.9426749805,Street Name TBD,,BKN013
30810206,D,40.6722673784,-73.9645694775,Street Name TBD,,BKN081
31220024,S,40.6384780869,-73.9990921817,10 AV,50 ST,BKS122
30150079,C,40.7055631426,-73.947855554,LORIMER ST,BOERUM ST,BKN015
30320055,R,40.6907007708,-73.9555617659,BEDFORD AV,DEKALB AVENUE,BKN032
31240059,S,40.6347504143,-73.981375897,16 AV,42 ST,BKS124
31620077,R,40.6700883354,-73.9067391584,MOTHER GASTON BLVD,PITKIN AV,BKN162
31740024,S,40.6433718609,-73.9486205827,CLARENDON RD,NOSTRAND AV,BKN174
30530029,S,40.6712480923,-73.8811986207,SUTTER AV,ESSEX ST,BKN053
30110094,R,40.7295718649,-73.9543400234,MANHATTAN AV,MILTON ST,BKN011
30320005,R,40.6870774249,-73.9544965639,BEDFORD AV,LEXINGTON AV,BKN032
30510024,R,40.6800927054,-73.8845620248,ELTON ST,FULTON ST,BKN051
31040058,S,40.6236546106,-74.0041801622,13 AV,BAY RIDGE AV,BKS104
30920062,H,40.6641588107,-73.9313244909,UTICA AV,MONTGOMERY ST,BKN092
31260042,D,40.6243711757,-73.9706764878,OCEAN PKWY,AV J,BKS126
30710073,D,40.6589440489,-73.9750375982,Street Name TBD,,BKS071
30920070,S,40.6625351208,-73.9317871062,UTICA AV,E NEW YORK AV,BKN092
31510127,D,40.6074929757,-73.9670965461,QUENTIN RD,OCEAN PKWY,BKS151
30810093,R,40.675804645,-73.9562576895,ST MARKS AVENUE,FRANKLIN AV,BKN081
30410040,R,40.7003041026,-73.9408906139,BROADWAY,SUMNER PL,BKN041
30810012,S,40.6792312432,-73.9685098745,VANDERBILT AV,BERGEN ST,BKN081
30930021,S,40.6553866443,-73.9527413284,ROGERS AV,CLARKSON AV,BKN093
30830134,S,40.6694425894,-73.9227053958,RALPH AV,LINCOLN PL,BKN083
30240152,S,40.6913663572,-73.9683122256,CLINTON AV,WILLOUGHBY AV,BKN024
30320035,R,40.685361997,-73.9591209465,GATES AV,CLASSON AV,BKN032
30630069,S,40.6825001011,-73.9792730921,4 AV,BERGEN ST,BKS063
31020082,S,40.6301877878,-74.0285006778,3 AV,77 ST,BKS102
30820059,R,40.6756142902,-73.9442293919,BERGEN ST,BROOKLYN AV,BKN082
30240184,R,40.6940336423,-73.9620846374,MYRTLE AV,EMERSON PL,BKN024
31320191,H,40.5767257293,-73.9817145788,STILLWELL AV,MERMAID AV,BKS132
30510108,R,40.6803482868,-73.8829874757,FULTON ST,ESSEX ST,BKN051
31320097,S,40.5765627094,-73.9834564905,MERMAID AV,W 16 ST,BKS132
30140059,R,40.7086463183,-73.9590132011,BROADWAY,HAVEMEYER ST,BKN014
31710028,H,40.6586542334,-73.924185368,CLARKSON AV,E 92 ST,BKN171
30220014,H,40.6895408004,-73.9859820149,LIVINGSTON ST,HOYT ST,BKN022
31020095,S,40.6319353601,-74.0273705904,3 AV,74 ST,BKS102
31440062,S,40.6222284508,-73.9649065971,CONEY ISLAND AV,AV K,BKS144
30330029,H,40.6910686482,-73.9423180657,THROOP AV,LAFAYETTE AV,BKN033
30230049,R,40.6829166575,-73.9649329489,FULTON ST,WASHINGTON AV,BKN023
30650044,S,40.6663649609,-73.9888628155,5 AV,14 ST,BKS065
30110080,R,40.7296879727,-73.9577407732,GREENPOINT AV,FRANKLIN ST,BKN011
31210047,S,40.6302263851,-73.9959932175,NEW UTRECHT AV,57 ST,BKS121
30810132,R,40.6769183655,-73.95552183,FRANKLIN AV,BERGEN ST,BKN081
31870013,R,40.6138850244,-73.9375353161,QUENTIN RD,E 35 ST,BKS187
31220071,S,40.6376778512,-73.994761252,NEW UTRECHT AV,48 ST,BKS122
30220173,C,40.6898568887,-73.9924902315,ATLANTIC AV,COURT ST,BKN022
31720016,S,40.6512978248,-73.942037907,CHURCH AV,E 38 ST,BKN172
31010067,S,40.6392461816,-74.0238213708,65 ST,3 AV,BKS101
31730026,S,40.6464559262,-73.9295623661,UTICA AV,BEVERLEY ROAD,BKN173
30210319,D,40.6913092802,-73.9819015867,FLATBUSH AV EX,FLEET ST,BKN021
30230022,S,40.6866402482,-73.9653461941,WASHINGTON AV,GREENE AV,BKN023
31620060,R,40.6704517533,-73.9043539905,PITKIN AV,POWELL ST,BKN162
30830141,S,40.6742907085,-73.9304164405,UTICA AV,ST MARKS AVENUE,BKN083
30720101,S,40.6541934704,-74.003858895,Street Name TBD,,BKS072
31010054,S,40.6358871042,-74.0261620413,3 AV,BAY RIDGE AV,BKS101
30220082,S,40.6846312829,-73.9813594424,3 AV,PACIFIC ST,BKN022
30510153,R,40.6777552059,-73.8926923411,FULTON ST,MILLER AV,BKN051
30420141,R,40.7001957229,-73.9125130016,WYCKOFF AV,LINDEN ST,BKN042
30330080,R,40.6865497189,-73.9359131229,LEWIS AV,MADISON ST,BKN033
31850022,R,40.6191869317,-73.9260614892,AV N,E 51 ST,BKS185
31860015,S,40.6160871253,-73.9442439957,E 31 ST,KINGS HWY,BKS186
30910043,S,40.6651048844,-73.9428113695,MONTGOMERY ST,KINGSTON AV,BKN091
30240110,S,40.6930301102,-73.9716732556,MYRTLE AV,ADELPHI ST,BKN024
31620149,S,40.6669687046,-73.910238492,ROCKAWAY AV,SUTTER AV,BKN162
31040096,S,40.6255507472,-74.0164858435,BAY RIDGE PKWY,FT HAMILTON PKWY,BKS104
31010028,S,40.6359070609,-74.02277552,4 AV,SENATOR ST,BKS101
30740026,S,40.6417650724,-74.0135444944,5 AV,56 ST,BKS074
30630121,D,40.6744066032,-73.9709010259,GRAND ARMY PLZ,GRAND ARMY PLZ,BKS063
30650103,S,40.6658103885,-73.9760513852,PROSPECT PARK W,7 ST,BKS065
31610024,S,40.6573575851,-73.9126326973,LOTT AV,HERZL ST,BKN161
30920102,S,40.6625578037,-73.9371320995,TROY AV,E NEW YORK AV,BKN092
31870023,R,40.6092525274,-73.932389603,AV S,E 35 ST,BKS187
31150058,S,40.6018728719,-73.9943189443,86 ST,BAY PKWY,BKS115
31610034,S,40.6717267129,-73.9167846841,SARATOGA AV,PARK PL,BKN161
31510137,D,40.6002864941,-73.9657577578,AV T,OCEAN PKWY,BKS151
30630013,R,40.6763954942,-73.9743259612,7 AV,ST JOHNS PLACE,BKS063
30220142,S,40.6907103657,-73.9939138295,CLINTON ST,STATE ST,BKN022
30920005,R,40.6617231679,-73.9505612471,NOSTRAND AV,LINCOLN RD,BKN092
31410137,D,40.6526653888,-73.9671129455,Street Name TBD,,BKS141
30640038,S,40.6740297214,-73.9820008348,5 AV,1 ST,BKS064
30220087,H,40.6915626037,-73.9881007587,FULTON ST,RED HOOK LA,BKN022
30410094,R,40.7002416937,-73.9245930399,WILSON AV,HART ST,BKN041
30240169,R,40.6928172613,-73.9685523621,MYRTLE AV,CLINTON AVE,BKN024
30330099,R,40.6907475749,-73.9422932142,THROOP AV,LAFAYETTE AV,BKN033
31530081,S,40.5773919432,-73.9461278999,Street Name TBD,,BKS153
30640064,S,40.6715751707,-73.9845911859,5 AV,5 ST,BKS064
30110005,S,40.7321381864,-73.9543425964,MANHATTAN AVE,INDIA ST,BKN011
30520088,R,40.6840910032,-73.8710642401,FULTON ST,HEMLOCK ST,BKN052
31320198,S,40.5753763839,-73.9945267337,MERMAID AV,W 28 ST,BKS132
31730099,S,40.6520284216,-73.93028024,UTICA AV,CHURCH AV,BKN173
30910080,S,40.6687151818,-73.9589003515,FRANKLIN AV,PRESIDENT ST,BKN091
31320132,R,40.5776276536,-73.9622063232,BRIGHTON BEACH AV,BRIGHTON 5 ST,BKS132
30210165,R,40.6947621975,-73.9919614508,PIERREPONT ST,CLINTON ST,BKN021
30420156,R,40.7020134522,-73.915824139,WYCKOFF AV,GREENE AV,BKN042
30120111,S,40.7181345497,-73.9555183942,N 9 ST,DRIGGS AV,BKN012
31710057,S,40.6632531074,-73.9252087471,RUTLAND RD,E 95 ST,BKN171
31540044,S,40.5841573478,-73.9384919771,EMMONS AV,NOSTRAND AV,BKS154
30740075,S,40.6383929516,-74.0170353539,5 AV,62 ST,BKS074
30650005,S,40.6643203606,-73.983492445,7 AV,13 ST,BKS065
31320126,S,40.5793579155,-73.9822193673,NEPTUNE AV,STILLWELL AV,BKS132
30920053,S,40.6639437938,-73.9601731725,SULLIVAN PL,FRANKLIN AV,BKN092
31010053,S,40.6357870691,-74.0258278676,3 AV,BAY RIDGE AV,BKS101
30110049,R,40.7300077903,-73.9543534835,GREENPOINT AV,MANHATTAN AV,BKN011
30740052,S,40.6396895709,-74.0199245092,4 AV,62 ST,BKS074
30410158,R,40.7015183219,-73.9268858732,WILSON AV,STARR ST,BKN041
31410096,S,40.641897724,-73.9624196034,CORTELYOU RD,E 17 ST,BKS141
31530001,R,40.5872967218,-73.9544139024,Street Name TBD,,BKS153
31160023,S,40.6052333914,-73.9793671192,W 6 ST,KINGS HWY,BKS116
30110012,R,40.7352762885,-73.9552846346,MANHATTAN AV,EAGLE ST,BKN011
31610052,S,40.6753918569,-73.9108427087,ROCKAWAY AV,PACIFIC ST,BKN161
30810153,R,40.6714437554,-73.9578594911,FRANKLIN AV,LINCOLN PL,BKN081
31550032,H,40.5905936527,-73.9710461419,AV X,W 1 ST,BKS155
30120085,R,40.7170875716,-73.9582973418,N 6 ST,BEDFORD AV,BKN012
31410136,D,40.6525019085,-73.9675107993,Street Name TBD,,BKS141
31740003,R,40.648747917,-73.9495217017,NOSTRAND AV,SNYDER AV,BKN174
30210136,H,40.7023455202,-73.9884225333,ADAMS ST,FRONT ST,BKN021
31130041,H,40.6099535884,-73.9992019582,18 AV,81 ST,BKS113
30310067,S,40.6980281295,-73.9470443336,PARK AV,TOMPKINS AV,BKN031
31620091,H,40.6631293444,-73.920583628,E 98 ST,UNION ST,BKN162
31010102,D,40.6391483714,-74.0368038423,BAY RIDGE AV,SHORE RD,BKS101
30520046,S,40.6818688349,-73.87795653,FULTON ST,LOGAN ST,BKN052
30210198,R,40.6949623371,-73.9945755845,MONTAGUE ST,HENRY ST,BKN021
31260031,S,40.6249007148,-73.9654569269,CONEY ISLAND AV,AV J,BKS143
30220033,H,40.690112586,-73.9895394657,BOERUM PL,SCHERMERHORN ST,BKN022
30220145,R,40.6930206746,-73.995351493,JORALEMON ST,HENRY ST,BKN022
31160036,S,40.6054358873,-73.9813428541,KINGS HWY,W 8 ST,BKS116
31040079,S,40.6296415889,-74.0110364514,FT HAMILTON PKWY,67 ST,BKS104
31730042,S,40.6524436411,-73.9273539595,CHURCH AV,E 53 ST,BKN173
31620134,R,40.6696584194,-73.9099875243,PITKIN AV,THATFORD AV,BKN162
31730028,S,40.6445810709,-73.9294145515,UTICA AV,CLARENDON RD,BKN173
30710013,R,40.6588245227,-73.9814467813,PROSPECT PARK W,PROSPECT AV,BKS071
31210075,S,40.6288339438,-73.998806288,13 AV,60 ST,BKS121
31510087,H,40.6074117408,-73.9620762827,CONEY ISLAND AV,KINGS HWY,BKS151
30210303,H,40.7033163442,-73.9889655261,ADAMS ST,WATER ST,BKN021
31150041,S,40.6033067648,-73.9964403991,86 ST,21 AV,BKS115
